Value
18.37867593
17.83510361
16.4260503
18.70402235
17.78651892
19.74097864
21.03432411
17.96357488
21.45598714
18.03976191
13.11200137
19.18060006
16.67599349
16.93632675
16.93886313
15.71187897
11.25723095
17.23931446
12.5667235
10.2835423
10.52272234
8.402306839
8.260065754
10.2828651
11.94039433
8.845742301
8.870060513
8.872319428
10.35791562
7.68916229
12.17501342
6.539409185
8.333163043
7.603287475
5.097555757
1.24480858
10.98055152
6.487355388
9.634457032
10.00237953
7.531086071
9.199093937
14.70290438
16.38199754
14.69422613
11.72918502
12.89324563
15.71605192
17.38737605
15.17926732
16.80769402
16.08322824
